PAIR_ID	SOURCE_FILE	EN_TEXT	ZH_TEXT	IT_TEXT	CITATION_EN	CITATION_ZH	EN_CHAR_LEN	ZH_CHAR_LEN
pair_0531_1970_030_240419	0531_1970_030_240419.txt	By action, knowledge and devotion the existence is made valuable. This alone is true practicality. The more existence of man merges in Parama Puruśa, the more valuable he becomes.	人藉由其行動、知識和虔誠讓自己的存在變得有價值，此方為真正的修持。一個人的存在越是融入於至上意識，他就變得越有價值。		Ánanda Púrńimá 31 May 1970 DMC, Muzaffarpur | Astitva and Shivatva, Subháśita Saḿgraha Part 20	1970年5月31日喜悅滿月日於Muzaffarpur大法會 | 個體存在與至上之境，虔誠瑜珈的真諦，P.30	180	58
pair_0531_1970_037_240730	0531_1970_037_240730.txt	As long as devotion is not there oneʼs heart is like a desert and when the devotion is attained, an oasis in the desert advents. You have not to be afraid of anything when devotion is with you. Nothing is to be afraid of when Parama Puruśa is with you.	人若無虔誠，其心將如沙漠般荒蕪，而有了虔誠，沙漠即會出現綠洲。有虔誠為伴，你當無所恐懼。當至上意識與你同在時，你何懼之有？		Shrii Shrii Ánandamúrti | Ánanda Púrńimá 31 May 1970 DMC, Muzaffarpur | 02 Astitva and Shivatva | Subháśita Saḿgraha Part 20	Shrii Shrii Ánandamúrti | 1970年5月31日喜悅滿月日於Muzaffarpur大法會 | 03 個體存在與至上之境 | 虔誠瑜伽的真諦，P.37	253	61
pair_0531_1970_037_241231	0531_1970_037_241231.txt	Nothing is to be afraid of when Parama Puruśa is with you. When devotion is there, Parama Puruśa is there. And when He is there fear none. In no case you have to be disturbed. You must remember that devotion is a unique creation of Parama Puruśa. And for getting this, learning, intellect, money etc. are not all needed. Ask and you get the cheapest but the most invaluable.	當至上意識與你同在時，你何懼之有？虔誠存在之處，至上意識就在那裡。當祂在那裡，你就沒有什麼好怕的！在任何情況下，你皆不應為此而煩惱。你要記住，虔誠是至上意識一個殊勝的創造。要得到虔誠，學識、智力和錢財等全部都不需要。只要你要求，你即可得到這個最便宜，又最無價的珍寶。		Shrii Shrii Ánandamúrti | Ánanda Púrńimá 31 May 1970 DMC, Muzaffarpur | 02 Astitva and Shivatva | Supreme Expression Volume 1	Shrii Shrii Ánandamúrti | 1970年5月31日喜悅滿月日於Muzaffarpur大法會 | 03 個體存在與至上之境 | 虔誠瑜伽的真諦，P.37~38	377	133
pair_0531_1970_168_241218	0531_1970_168_241218.txt	Bhakti is love personified. The effort to make everybody oneʼs own culminates in love for the Lord, i.e., devotion is love-for-God personified.	虔誠是愛的化身。 努力讓自身在對至上的愛中達到生命的極致，亦即對至上之愛的化身就是虔誠。		Shrii Shrii Ánandamúrti | Ánanda Púrńimá 31 May 1970 DMC, Muzaffarpur | 34 Astitva and Shivatva | Supreme Expression Volume 1	Shrii Shrii Ánandamúrti | 1970年5月31日喜悅滿月日於Muzaffarpur大法會 | 24 個體存在與至上之境 | 靈性修持與三摩地，P.168	143	44
pair_0531_1987_122_260102	0531_1987_122_260102.txt	Because of His grace, they will get energy or strength from Him, and with that strength they will move forward. Without His grace, no one can move even a single step forward. And for this people should always remember that by their own efforts they do not make any progress, rather it is due to the wish of Parama Puruśa that they make any progress at all. It is the duty of Parama Puruśa to help them to move forward. This 100% reliance on Parama Puruśa is called “Prapatti” in the scriptures. Sadhakas should always maintain the spirit of “Prapatti” and they will never develop any sort of pride in their minds. “Whatever takes place in the universe and whatever qualities I possess is all due to His grace. He is the Lord of everything; He is the machine-man, and I am simply a machine.”	因為有祂的恩典，他才能從祂那裡得到力量，有了那個力量，他方才能夠前進。沒有祂的恩典，任何人一步也無法前進。為此，人們必須永遠記住，他們無法靠自己的努力而前進，任何進步都是憑藉著至上意識的意願。幫助人們前進是至上意識的責任，這種對至上意識百分之百的信賴，在經典上稱為「完全的臣服」(Prapatti)。修行者永遠都要有這種「完全臣服」的精神，心中不能有一絲一毫的傲慢。「宇宙間所發生的一切，我所擁有的特質，都是祂的恩典。祂是萬事萬物之主，祂是機器的操作者，而我不過只是機器。」	Per Sua grazia, gli esseri umani ricevono energia e forza da Lui, e con quella forza procedono nel cammino. Senza la Sua grazia nessun essere umano può avanzare anche di un solo passo. Per questo si dovrebbe sempre ricordare che non è grazie ai propri sforzi che avviene il progresso; se vi è progresso, esso avviene solo per la volontà di Parama Puruśa. Aiutare gli esseri a procedere è un dovere di Parama Puruśa. Questa totale fiducia in Parama Puruśa è chiamata “Prapatti” nelle scritture. I sādhaka dovrebbero mantenere sempre lo spirito della Prapatti, e così non sorgerà in loro alcuna forma di orgoglio. «Qualunque cosa accada nell’universo e qualunque qualità io possieda è dovuta unicamente alla Sua grazia. Egli è il Signore di tutto; Egli è Colui che muove ogni cosa, e io sono soltanto uno strumento.»	Shrii Shrii Ánandamúrti | Ánanda Púrńimá 31 May 1987 DMC, Anandanagar | 02 The Path unto the Abode of Beatitude | Subháśita Saḿgraha Part 18	Shrii Shrii Ánandamúrti | 1987年5月31日喜悅滿月日於喜悅之城大法會 | 12 通往至上福祉之道 | 靈性科學集成 卷13，P.122~123	793	237
pair_0600_1966_062_241206	0600_1966_062_241206.txt	What is bhajana? You know, in the process of ideation there are several varieties. One of those varieties is bhajana. When the sádhaka employs all his or her sensory and motor organs in serving his or her object of ideation, that is called bhajana. Devotees sing the name of their Lord, and their ears hear that kiirtana, that bhajana; that is, all their indriyas, all their sensory and motor organs, are engaged in serving the Lord. That particular type of ideation is called bhajana.	何謂「虔誠之歌」(bhajana)?你們知道，在理念作用的過程中，有許多不同的類型，其中一種就是「虔誠之歌」。靈性的修持者運用其所有的感覺和運動器官為其理念作用的目標而服務，就稱為「虔誠之歌」。虔誠者唱頌著上主的聖名，他們的耳朵聆聽著上主聖名之唱頌以及虔誠的歌曲，也就是說他們所有的器官（包括所有的感覺和運動器官）都致力於對上主的服務。這種特別的理念作用型態，即稱之為「虔誠之歌」。		Shrii Shrii Ánandamúrti | June 1966, Madras | 02 Devotion: The Only Way to Salvation | Ánanda Vacanámrtam Part 23	Shrii Shrii Ánandamúrti | 1966年6月於Madras | 09 虔誠是究竟解脫的唯一途徑 | 喜悅甘露集 卷7，P.62	486	191
pair_0600_1967_006_240402	0600_1967_006_240402.txt	June 1967, Delhi Dagdhabiija, Ánanda Vacanámrtam Part 30	靈性修行者來到他對至上意識的虔誠心被完全喚醒的階段，即使受到生命風暴悲慘地攻擊，他也絲毫不受影響，就算心靈痛苦至極，他也不在乎，而把這種痛苦當成來自於至上意識的祝福。他從痛苦中得到喜悅。修行者達到這個階段稱為「業力種子燒盡」的階段。			1967年6月於德里 | 業力種子燒盡，喜悅甘露集卷8，P.6	58	116
pair_0601_1986_112_250924	0601_1986_112_250924.txt	Now, if one offers that object, under such circumstances the unit mind coincides with the Cosmic Mind, and under such circumstances that object of yours, that is, the Cosmic Mind which has become your object, is [[offered]] at the altar of Parama Puruśa, [[at the altar of the]] Cosmic Consciousness, the[[n that is your non-qualified stance, rather]] super-qualified stance, nirvikalpa samádhi. Now this instinct, as I have said, is a human quality – a quality not only of human beings but of all living beings having an iota of mind, having a bit of the mental faculty. So you all should develop the faculty from unit to infinite and become one with Parama Puruśa.	在個體心靈與大宇宙心靈一致的情況下，亦即大宇宙心靈已成為你的目標，此時倘若你將此目標奉獻在至上意識的聖壇上、在宇宙意識的聖壇上，那麼這就是無屬性的境界，更正確的說是超屬性境界──無餘依三摩地(Nirvikalpa Samadhi)。正如我說過本能是一種人的特質；不只是人，只要有些微心智，有一點心理能力的生靈都有的特質。所以你們大家都該發展這種由個體到無限的能力，並與至上意識合而為一。		Shrii Shrii Ánandamúrti | 1 June 1986 DMC, Calcutta | 14 Instinct and Devotion | Yoga Psychology	Shrii Shrii Ánandamúrti | 1986年6月1日於加爾各答大法會 | 14 本能與虔誠 | 生命科學觀：瑜伽心理學，P.112~113	669	193
pair_0601_1986_154_250311	0601_1986_154_250311.txt	Now, if one offers that object, under such circumstances the unit mind coincides with the Cosmic Mind, and under such circumstances that object of yours, that is, the Cosmic Mind which has become your object, is offered at the altar of Parama Puruśa, at the altar of the Cosmic Consciousness, then that is your non-qualified stance, rather super-qualified stance, nirvikalpa samádhi. Now this instinct, as I have said, is a human quality – a quality not only of human beings but of all living beings having an iota of mind, having a bit of the mental faculty. So you all should develop the faculty from unit to infinite and become one with Parama Puruśa.	在個體心靈與大宇宙心靈一致的情況下，亦即大宇宙心靈已成為你的目標，此時倘若你將此目標奉獻在至上意識的聖壇上、在宇宙意識的聖壇上，那麼這就是無屬性的境界，更正確的說是超屬性境界──無餘依三摩地(nirvikalpa samádhi)。正如我說過本能是一種人的特質；不只是人，只要有些微心智，有一點心理能力的生靈都有的特質。所以你們大家都該發展這種由個體到無限的能力，並與至上意識合而為一。		Shrii Shrii Ánandamúrti | 1 June 1986 DMC, Calcutta | 24 Instinct and Devotion | Yoga Psychology	Shrii Shrii Ánandamúrti | 1986年6月1日於加爾各答大法會 | 13 本能與虔誠 | 虔誠瑜伽的真諦，P.154	657	193
pair_0602_1956_021_240116	0602_1956_021_240116.txt	One who is not installed in vijiṋána or true knowledge – one who has not received the real esoteric practice of sádhaná– one whose mind is not connected with buddhi – one whose mind constantly wallows in the dirty quagmire of meanness and sin, cannot attain Brahma.	人若不安住於真知(vijiṋána)上，或未接受真正靈修秘傳的鍛鍊，或心靈與良知未連結起來，或心靈經常在卑劣與罪惡之骯臟的泥沼中打滾，那麼他無法獲得至上意識。		Jyaeśt́ha Púrńimá 1956 DMC, Bhagalpur | The Chariot and the Charioteer | Subháśita Saḿgraha Part 4	1956年6月2日於邦佳浦大法會 | 心靈、良知、感官及其與人類的關係 | 靈性科學集成 卷4，P.21	269	79
pair_0602_1956_033_240130	0602_1956_033_240130.txt	Remember, everyone is entitled to sádhaná. For this, nothing neither pedigree, education, knowledge nor any asset, is necessary except only two things – implicit faith and sincerity. Arouse these two things through your will-power and victory is yours, it must come.	記住，每人都可從事靈性修持。從事靈性修持除了絕對的信心和誠心外，不需要家世、教育、知識、或任何家產。經由你的意志力喚醒這兩樣東西，勝利是你的，勝利必將到來！		Jyaeśt́ha Púrńimá 1956 DMC, Bhagalpur | The Chariot and the Charioteer, Subháśita Saḿgraha Part 4	1956年6月2日滿月日於巴加爾布爾大法會 | 心靈、良知、感官及其與人類的關係，靈性科學集成卷4，P.33	268	78
pair_0602_1979_184_240805	0602_1979_184_240805.txt	And just to concentrate your mind during your occult practice, you must dance and sing kiirtana, because kiirtana is the best purifying agent. It purifies the mind, and its meaning is also very good. Its meaning is, “O Father, I am to take your name and your name only.” Bábá means “the nearest and dearest one”.	在從事靈性鍛鍊時，只要將心靈集中。你一定要配合靈性舞蹈唱頌至上的聖名(Kiirtana)，因為它是最好的淨化工具。它能淨化你的心靈，其意義也極為殊勝，即「哦，至上的父親啊！我接受您的名字，只接受你的名字。」Bábá意為「最親近和最親愛的」。		Shrii Shrii Ánandamúrti | 2 June 1979 evening, Lyon | 30 Everything Comes from Something | Ánanda Vacanámrtam Part 12	Shrii Shrii Ánandamúrti | 1979年6月2日於Lyon | 30 萬物皆有其來源 | 喜悅甘露集卷6，P.184	314	120
pair_0602_1980_095_250917	0602_1980_095_250917.txt	It is enough if we only think that the Subject is watching each action we are doing. By ideating that the Supreme Subjectivity is watching everything, we are thinking of Him as well, and this idea itself becomes objectivated. The Supreme Subject does not become objectivated, but the thought of the Supreme Subjectivity does. Ultimately, the best way to meditate on Parama Puruśa, or remember Him, is to bear in mind that, in actions big or small, significant or insignificant, in wakeful state or in sleep, in dream or in reality, the Supreme Subjectivity is maintaining a constant and close watch on me. Thereby the subjectivity as such does not come within your objectivated mind, but the ideation of the Supreme Subjectivity becomes objectivated. When this ideation becomes clear, stable and permanent, then one fine morning you will see that you have become one with the Supreme Subjectivity. And this is the final stage of the faculty of knowledge.	只要我們隨時想起主體正注視著我們的每一個行動就夠了。藉由觀想至上主體正注視每件事，我們也同時想著祂，而此觀念本身已被客體化。至上主體不會變為客體化，而是對至上主體的心念本身變成客體。最後，觀想或記住至上意識的最佳方法就是心裡隨時記住「不論在大或小，在重要或無足輕重的行動中，在清醒或在睡眠中，在夢中或在現實裡，至上主體都一直且親近的注視著我。」如此主體本身不會來到你客體化的心中，但對至上主體的持念或觀想將變成客體化。當此理念作用變得清晰、穩定、永恆時，那麼在一個美好的早晨，你將發現自己已和至上主體合而為一，而這就是知識能力的最後階段。		Shrii Shrii Ánandamúrti | 2 June 1980, Kolkata | 12 The Faculty of Knowledge – 5 | Yoga Psychology	Shrii Shrii Ánandamúrti | 1980年6月2日於加爾各答 | 12 知識的能力(五) | 生命科學觀: 瑜伽心理學，P.95~96	955	269
pair_0603_1979_191_240403	0603_1979_191_240403.txt	When one wants to get peace, what is one to do? One is to convert oneʼs small objectivity into infinite objectivity; and that is the only way to get peace. There is no alternative. Just simply preaching the gospels of peace will not give you any peace. You are to convert yourself from small into big. There is no alternative.	當一個人想要獲得平靜，他應該怎麼做呢？他應該將小我轉化成為無限的大我；這是唯一的方法，你別無選擇。光只在嘴巴上宣揚和平的福音，是無法獲得和平的。你必須轉化自己，將小我變成大我，你別無選擇。		3 June 1979 morning, Lyon | Making the Man Universal, Ánanda Vacanámrtam Part 12	1979年6月3日晨於法國里昂 | 更具宇宙觀的人類，喜悅甘露集卷6，P.191	326	94
pair_0603_1979_194_250609	0603_1979_194_250609.txt	It is possible for human beings to feel Parama Puruśa with their intuition and not with their intellect. Parama Puruśa is something that can be touched by your intuition and not by your intellect. In Vedic language, intuition is called bodhi and intellect is called buddhi. The Supreme is beyond the range of your buddhi. It is within the range of your bodhi.	人類唯有透過靈性直覺才能感受到至上意識，若想以人類的智力來接觸到祂是不可能的。你只能以靈性直覺而非智力來碰觸到祂的存在。在吠陀的語言中，靈性直覺稱為Bodhi，而智力為Buddhi。至上之境超越智力的範疇，它是在你靈性直覺的範疇裡。		Shrii Shrii Ánandamúrti | 3 June 1979 evening, Lyon | 32 The Real Value of the Human Entity | Ánanda Vacanámrtam Part 12	Shrii Shrii Ánandamúrti | 1979年6月3日傍晚於法國里昂 | 32 人類的真正價值 | 喜悅甘露集 卷6，P.194~195	361	116
pair_0603_1979_195_240304	0603_1979_195_240304.txt	The movement towards the Supreme is the movement of synthesis, and all other movements, all other approaches, are movements of analysis, converting one into many. But this movement towards the Supreme, Supreme spirituality, is converting many into one. From heterogeneity to homogeneity.	朝向至上的前進是一條合一的道路，其他所有的追尋、所有行動都是分歧的，都是從一變多的道路。但是這一條朝向至上靈性的道路是從多變一的合一之道，它帶領吾人從相異走向相同。		3 June 1979 evening, Lyon | The Real Value of the Human Entity, Ánanda Vacanámrtam Part 12	1979年6月3日傍晚於法國里昂 | 人類的真正價值，喜悅甘露集卷6，P.195	287	82
pair_0603_1979_195_240701	0603_1979_195_240701.txt	This movement towards the Supreme is the movement of synthesis, and all other movements, all other approaches, are movements of analysis, converting one into many. But this movement towards the Supreme, Supreme spirituality, is converting many into one. From heterogeneity to homogeneity.	朝向至上的前進是一條合一的道路，其他所有的追尋、所有的行動都是分歧的，都是從一變多的道路。但是這一條朝向至上靈性的道路是從多變一的合一之道，它帶領吾人從相異走向相同。		Shrii Shrii Ánandamúrti | 3 June 1979 evening, Lyon | 32 The Real Value of the Human Entity | Ánanda Vacanámrtam Part 12	Shrii Shrii Ánandamúrti | 1979年6月3日傍晚於Lyon | 32 人類的真正價值 | 喜悅甘露集卷6，P.195	288	83
pair_0603_1979_198_240131	0603_1979_198_240131.txt	No person should suffer from any sort of complex, any sort of defeatism. Parama Puruśa is with you. If, knowingly or unknowingly, you have committed any mistake or any sin, then your repentance and your singing kiirtana, wholeheartedly, will free you from all sins. So, your future is always bright, never dark, never dark.	任何人都不應為任何情結、為任何挫折感而苦。至上意識與你同在。如果你在有意、無意中犯了罪、做錯了事，那麼你由全心全意懺悔並唱頌至上的聖名(kiirtana)，將使你掙脫所有的罪惡。所以你的未來永遠是光明的，不會是黑暗的，永遠不會是黑暗的。		3 June 1979 evening, Lyon | The Real Value of the Human Entity, Ánanda Vacanámrtam Part 12	1979年6月3日傍晚於法國里昂 | 人類的真正價值，喜悅甘露集卷6，P.198	324	118
pair_0603_1987_278_250820	0603_1987_278_250820.txt	A time comes in the life of a human being when one frantically searches for peace and longs for the realization of Iishvara tattva [the principle of Iishvara] or His closeness, by spiritually elevating oneʼs own sense of being an individual entity. The nature of this realization of closeness varies from person to person according to the differences in people and their saḿskáras. In some cases, again, after some progress, an ardent desire grows for further progress. However, at the root of every desire or longing (eśańá), there lies the story of a journey. To undertake a journey one needs a guide, one who will give the right direction and simultaneously illuminate the way (with a torch, before oneʼs eyes). So, when the desire grows for attaining peace, when there is an intense longing for supreme peace (paramá prashánti), one is brought before the Guru by the force of Shuddhámáyá or Pará Prakrti or Viśńumáyá [all meaning the absolute illusory force of Prakrti, or primordial Prakrti]. This awakening of desire, this special kind of longing is called samvit [revelation]. This sudden awakening brings one to the shelter of the Guru and puts one in touch with the Guru.	當一個人於靈性上提升個體的生命，他狂熱地追求心靈的平靜，並且極度渴望了悟至上的真諦(Iishvara tattva)或者非常想要與至上親近。每個人根據其因果業力，與至上親近之了悟的性質也有所不同。有的時候，一個人在有了一些進步後，會升起想要再進步的強烈渴望。 然而，在每一種渴望(eśańa)的背後都有一段旅程的故事。每一個人在踏上一段旅程之時，都需要有人指引，需要一個能夠引導他朝向正確方向前進，並且為他照亮路途的人。所以，當心靈產生想要獲得平靜，當一個人極度渴望得到永恆的平靜(paramá prashánti)時，宇宙的力量(shuddhá máyá/pará prakrti/viśńu máyá)將會把他帶至古魯面前。這種渴望就是一種「覺醒」(sambita)。這種突然的覺醒將一個人帶至古魯的聖壇前……並讓人與古魯聯繫上。		Shrii Shrii Ánandamúrti | 3 June 1987, Kolkata | 20 Sadguru and Yoga Sádhaná | Yoga Sádhaná	Shrii Shrii Ánandamúrti | 1987年6月3日於加爾各答 | 18 完美古魯和瑜伽修持 | 瑜伽修持科學觀，P.278~279	1195	367
pair_0603_1987_288_250813	0603_1987_288_250813.txt	Suppose the Sadguru is saying something, and a deaf or dumb man wants to hear it, but cannot. If he concentrates the mind on barábhaya mudrá, there will be the direct effect of positive microvita on the auricular or other nerve cells and also on the controlling cells, and it may be that all of a sudden he may get back the power of hearing. One should look towards these two mudrás and not to anything else. Microvita are radiated through these two mudrás. This is the inner secret.	假定完美古魯正在開示，一個既聾又啞的人想要聆聽他的開示卻聽不見時，如果他們能夠集中心靈觀想古魯的「大無畏手印」(varábhaya mudrá)，則正性微生命將能對聽覺或其他神經細胞以及控制的細胞產生直接的作用，他可能在突然間恢復了聽力。所以，吾人應專注於這兩個手印，不該左顧右盼。正性微生命正透過這兩個手印發射出來。此為內在的奧秘。		Shrii Shrii Ánandamúrti | 3 June 1987, Kolkata | 20 Sadguru and Yoga Sádhaná | Yoga Sádhaná	Shrii Shrii Ánandamúrti | 1987年6月3日於加爾各答 | 18 完美古魯和瑜伽修持 | 瑜伽修持科學觀，P.288	487	167
pair_0603_1990_195_260527	0603_1990_195_260527.txt	The psychic potentialities of human beings are immense, but people do not utilize them because most of their valuable time is wasted in undesirable thoughts, in psychic extravaganza... This psychic extravaganza should be checked either by physical approach, or psychic approach, or by spirituo-psychic approach. People should have some control over their breathing, over their respiratory system, because the waves of respiration control the waves of thinking. Whenever you are doing something crude, your respiration becomes very active; and when you are thinking of something subtle, it becomes slow, extremely slow. And finally, when this respiration coincides, or becomes one, with oneʼs thought-waves, that stage is known as hat́ha yoga samádhi. That is, the physical exertions, the physical emanations, become one with the psychic emanations. So some degree of control over respiration is essential.	人類心智的潛能是巨大的，但是人們卻沒有使用它們，因為他們將寶貴的時間都花在無益的思想或妄想上。…… 這種妄想應透過身體、心理或靈性導向心理的方法加以控制。人們應控制他們的呼吸和他們的呼吸系統，因為呼吸的波動控制了思想的波動。只要你在做粗鈍的事情，你的呼吸變得很活躍；當你在思想某些精細的事物，呼吸就變得很緩慢、極為緩慢。最後，當呼吸和思想波流合一時，此一階段稱為「哈達瑜伽三摩地」(hat́ha yoga samádhi)。亦即身體上的努力、身體上的放射和心智上的放射合而為一。所以對於呼吸有一定程度的控制是必要的。	Le potenzialità psichiche degli esseri umani sono immense, ma le persone non le utilizzano perché gran parte del loro tempo prezioso viene sprecato in pensieri indesiderabili, in una dissipazione psichica… Questa dissipazione psichica dovrebbe essere controllata attraverso un approccio fisico, oppure psichico, oppure psico-spirituale. Le persone dovrebbero avere un certo controllo sul proprio respiro, sul proprio sistema respiratorio, perché le onde della respirazione controllano le onde del pensiero. Ogni volta che si compie qualcosa di grossolano, la respirazione diventa molto attiva; e quando si pensa a qualcosa di sottile, essa rallenta, diventa estremamente lenta. E infine, quando questa respirazione coincide, o diventa una cosa sola, con le onde del pensiero, quello stato è conosciuto come haṭha yoga samādhi. Vale a dire: gli sforzi fisici, le emanazioni fisiche, diventano una cosa sola con le emanazioni psichiche. Perciò un certo grado di controllo della respirazione è essenziale.	Shrii Shrii Ánandamúrti | 3 June 1990 DMC, Anandanagar | 23 The Cult of Spirituality – the Cult of Pinnacled Order | Yoga Psychology	Shrii Shrii Ánandamúrti | 1990年6月3日於喜悅之城大法會 | 30 身心內外的控制 | 靈性修持與三摩地，P.195~196	906	258
pair_0603_1990_230_250903	0603_1990_230_250903.txt	I have already said that the scope of rationality and rationalization should be increased more and more, and for this, unnecessary waves should be removed from the plane of physicality. From the psychic sphere also, unnecessary waves are to be removed. This will remove many burdens from the mind. “I must not bother about petty things, because that will waste my time” – people should remember this. This removal or rather withdrawal of unnecessary and undesirable thoughts emanated from the mind will help you in rationalizing the major portion of your mental faculty, so this must also be practised. The cult of spirituality is a cult of pinnacled order.	我曾經說過，理性和理性化的範圍應該愈來愈增加，為此我們應該將不必要的波動從物質層面去除。在心理層面也一樣，必須將不必要的波動去除，如此則許多負擔將從心中去除。「我一定不要為那些小事煩惱，因為這樣很浪費我的時間。」—人們應將此謹記在心。去除或是收攝心中所放射出來的不必要以及不好的思想，將會幫助你，使你心理能力的主要部分理性化，所以這也是要鍛鍊的。靈性的修持是達到極致的修持法門。		Shrii Shrii Ánandamúrti | 3 June 1990 DMC, Anandanagar | 23 The Cult of Spirituality – the Cult of Pinnacled Order | Yoga Psychology	Shrii Shrii Ánandamúrti | 1990年6月3日於喜悅之城大法會 | 23 靈性的修持是達到極致的修持法門 | 生命科學觀：瑜伽心理學，P.230~231	657	189
pair_0603_1990_236_251111	0603_1990_236_251111.txt	People get propensive propulsion from devotion or emotion. When the mind moves along a particular track or follows a particular discipline in a methodical way, this is called “devotion” or bhakti; but when it does not follow a particular method, when it moves haphazardly, swept away by whim, it is called “emotion”. This is the fundamental difference between devotion and emotion. You must know this clear-cut silver line of demarcation between devotion and emotion. Those who adhere to this cult of pinnacled order know that there must be a happy blending amongst intellectual-cum-intuitional faculty, actional faculty and devotional-cum-emotional faculty. None of these is unimportant, all are of equal importance, but the finality comes in devotion. That is, the final outcome or resultant of intellectual-cum-intuitional faculty and actional faculty is devotion, not emotion, and that is why the great sages of the past said, Bhaktir Bhagavato sevá bhaktih prema svarúpinii; Bhaktiránanda rupá ca bhakti bhaktasya jiivanam. [Bhakti (devotion) is service to God; bhakti is the form taken by divine love; bhakti is the embodiment of bliss; bhakti is the life of the devotee.]	人們從虔誠或情感中獲得心靈情緒傾向的驅策力。當心靈遵循一個特殊的道路或訓練而以有條理的方式行動時，稱為「虔誠」(bhakti);但若是他沒有遵循上述特殊方法，隨意而起，隨興而止，則稱為「情緒」(emotion)。這就是虔誠和情緒之間基本的不同。你們必須知道這兩者之間有著清楚的區別。 堅持達到極致修持法門之人，了解在智力兼直覺、行動以及虔誠兼情緒的能力之間，必須要有一個適當的調和。這三者之中沒有一個是不重要的，它們都同樣重要，但最終還需回到虔誠上，亦即智力兼直覺與行動能力的最終結果就是虔誠，不是情緒。是故往昔偉大的聖賢說道：Bhaktir Bhagavato sevá bhaktih prema svarúpinii; Bhaktiránanda rupá ca bhakti bhaktasya jiivanam. 「虔誠是對上主的服務；虔誠是神聖的愛；虔誠是喜悅的化身；虔誠是虔誠者的生命。」		Shrii Shrii Ánandamúrti | 3 June 1990 DMC, Anandanagar | 23 The Cult of Spirituality – the Cult of Pinnacled Order | Yoga Psychology	Shrii Shrii Ánandamúrti | 1990年6月3日於喜悅之城大法會 | 23 靈性的修持是達到極致的修持法門 | 生命科學觀：瑜伽心理學，P.236~237	1182	401
pair_0603_1990_238_250527	0603_1990_238_250527.txt	Where the thought-waves or thought-movements are goaded by a single idea, and where the culminating point is also a singular entity – that is, where the attraction for other entities, for the crude world or the psychic world are all goaded unto the Supreme Self, towards Viśńu – this is the supreme status of devotion. Viśńu comes from the root-verb vish which means “to permeate”. The Entity which permeates everything, which is present in each and every expressed entity, in each and every emanation of this universe, is Viśńu.	當思想波動或思想活動為唯一的理念目標所驅策，且其極致的終點也是此唯一的本體時，也就是說，對其他實體、對粗鈍世界或心理世界的吸引力，若完全導向至上大我、導向無所不在的本體(Viśńu)──這便是虔誠最高的境界。Viśńu來自動詞的字根vish，其意為「充滿、瀰漫」。一個遍在萬有之中，存在於宇宙中一切實體及每一個展現的本體，就是「唯識努」(Viśńu)。		Shrii Shrii Ánandamúrti | 3 June 1990 DMC, Anandanagar | 23 The Cult of Spirituality – the Cult of Pinnacled Order | Yoga Psychology	Shrii Shrii Ánandamúrti | 1990年6月3日於喜悅之城大法會 | 23 靈性的修持是達到極致的修持法門 | 生命科學觀：瑜伽心理學，P.238~239	535	176
pair_0604_1959_085_240617	0604_1959_085_240617.txt	Brahmacarya does not mean celibacy but means the assimilation of the psychic wave of the unit mind into the eternal waves of the Macrocosm.	「心不離道」(Brahmacarya)並非指獨身生活，而是指個體心靈的心理波流融入大宇宙心靈的永恆波流。		Shrii Shrii Ánandamúrti | 4 June 1959 | Psycho-Spiritual Parallelism | Idea and Ideology	Shrii Shrii Ánandamúrti | 1959年6月4日 | 心靈與靈性的平行關係 | 印心與悟道，P.85	139	52
pair_0604_1989_176_250506	0604_1989_176_250506.txt	If people think that they will make steady progress in the spiritual sphere even if the society goes to the dogs, they are mistaken. You who are genuine spiritualists should practise spiritual cult thinking that by doing so you will become effective in maintaining the universal balance. You must think, “I will personally move towards the Supreme Desideratum, and at the same time I will try to assist those who are suffering from despair, those steeped in blind superstition and those wallowing in poverty.” Our family is universal, our abode is also universal.	若有人認為：即使這個社會沈淪了，而他們仍可以在靈性層面上有穩定的成長，那他們就錯了。真正的靈修者應該想著：如是之修持，將會促進維持宇宙平衡。你們必須做如是想：「當我自己往至高無上的目標前進的同時，我將儘量幫助那些在絕望中受苦的人、那些沈浸在盲目迷信中的人，以及在貧困中翻滾的人。」因為，宇宙是我們的家庭，也是我們的住所。		Shrii Shrii Ánandamúrti | 4 June 1989 DMC, Anandanagar | 20 Cult, Inference and Propensity | Microvitum in a Nutshell	Shrii Shrii Ánandamúrti | 1989年6月4日於喜悅之城大法會 | 19 法門、介波與心緒傾向 | 微生元概要，P.176	563	160
